"","SC284728.PC04924.E12","SC284729.PC04924.F12","SC249421.PC04924.H06","SC249410.PC04924.E05","SC253845.PC04924.H10","SC249452.PC04924.D10","SC253846.PC04924.A11","SC249447.PC04924.G09","SC249433.PC04924.B08","SC249426.PC04924.D07","SC249417.PC04924.D06","SC249436.PC04924.E08","SC249365.PC04924.H01","SC249360.PC04924.C01","SC249428.PC04924.F07","SC249358.PC04924.A01","SC249446.PC04924.F09","SC253851.PC04924.E11","SC249409.PC04924.D05","SC249427.PC04924.E07","SC249413.PC04924.H05","SC249434.PC04924.C08","SC253848.PC04924.C11","SC249443.PC04924.D09","SC249439.PC04924.H08","SC249363.PC04924.F01","SC253853.PC04924.G11","SC249415.PC04924.B06","SC249438.PC04924.G08","SC249367.PC04924.A02","SC249423.PC04924.A07","SC249450.PC04924.B10","SC284724.PC04924.A12","SC284725.PC04924.B12","SC284726.PC04924.C12","SC284727.PC04924.D12","NTC.PC04924.H12","SC249388.PC04924.A03","SC249389.PC04924.B03","SC249390.PC04924.C03","SC249382.PC04924.D02","SC249391.PC04924.D03","SC249383.PC04924.E02","SC249392.PC04924.E03","SC249384.PC04924.F02","SC249393.PC04924.F03","SC249385.PC04924.G02","SC249386.PC04924.H02","SC249396.PC04924.A04","SC249405.PC04924.A05","SC249397.PC04924.B04","SC249398.PC04924.C04","SC249399.PC04924.D04","SC249400.PC04924.E04","SC249401.PC04924.F04","SC249394.PC04924.G03","SC249403.PC04924.G04","SC249395.PC04924.H03","SC249404.PC04924.H04","SC249453.PC04924.E10","SC249369.PC04924.C02","SC249411.PC04924.F05","SC253852.PC04924.F11","SC253843.PC04924.F10","SC249359.PC04924.B01","SC249448.PC04924.H09","SC249361.PC04924.D01","SC249445.PC04924.E09","SC253849.PC04924.D11","SC249449.PC04924.A10","SC249419.PC04924.F06","SC249440.PC04924.A09","SC249429.PC04924.G07","SC249407.PC04924.B05","SC249364.PC04924.G01","SC249435.PC04924.D08","SC249418.PC04924.E06","SC249414.PC04924.A06","SC249424.PC04924.B07","SC249430.PC04924.H07","SC249416.PC04924.C06","SC253847.PC04924.B11","SC249441.PC04924.B09","Water.PC04924.G12","SC249451.PC04924.C10","SC249420.PC04924.G06","SC253854.PC04924.H11","SC249425.PC04924.C07","SC249432.PC04924.A08","SC249362.PC04924.E01","SC249408.PC04924.C05","SC249437.PC04924.F08","SC249368.PC04924.B02","SC253844.PC04924.G10","SC249412.PC04924.G05","SC249442.PC04924.C09","SC284734.PC04925.E12","SC284735.PC04925.F12","SC253186.PC04925.D06","SC249410.PC04925.F02","SC253845.PC04925.C09","SC253193.PC04925.C07","SC253846.PC04925.D09","SC253200.PC04925.C08","SC249447.PC04925.C05","SC249433.PC04925.C04","SC249426.PC04925.F03","SC261528.PC04925.E10","SC253182.PC04925.H05","SC249436.PC04925.E04","SC261516.PC04925.H10","SC253195.PC04925.E07","SC253204.PC04925.A09","SC253192.PC04925.B07","SC253185.PC04925.C06","SC253191.PC04925.A07","SC253202.PC04925.F08","SC249431.PC04925.A04","SC249406.PC04925.D02","SC261525.PC04925.D10","SC261529.PC04925.F10","SC249444.PC04925.A05","SC261518.PC04925.C10","SC249366.PC04925.D01","SC249422.PC04925.D03","SC261524.PC04925.H09","SC284730.PC04925.A12","SC284731.PC04925.B12","SC284732.PC04925.C12","SC284733.PC04925.D12","NTC.PC04925.H12","SC249382.PC04925.F01","SC249387.PC04925.G01","SC249391.PC04925.H01","SC249396.PC04925.A02","SC249399.PC04925.B02","SC249405.PC04925.C02","SC249453.PC04925.F05","SC261523.PC04925.G10","SC249369.PC04925.E01","SC249411.PC04925.G02","SC253852.PC04925.G09","SC253843.PC04925.B09","SC249359.PC04925.A01","SC249448.PC04925.A11","SC249448.PC04925.D05","SC249361.PC04925.A10","SC249361.PC04925.B01","SC249445.PC04925.B05","SC261517.PC04925.B11","SC253184.PC04925.B06","SC253849.PC04925.F09","SC253199.PC04925.A08","SC253199.PC04925.B08","SC253199.PC04925.E11","SC249449.PC04925.E05","SC249419.PC04925.C03","SC249440.PC04925.G04","SC261531.PC04925.G11","SC253188.PC04925.E06","SC249429.PC04925.G03","SC261515.PC04925.H11","SC249435.PC04925.D04","SC253190.PC04925.G06","SC253190.PC04925.H06","SC253203.PC04925.G08","SC253203.PC04925.H08","SC249418.PC04925.B03","SC261526.PC04925.C11","SC249414.PC04925.H02","SC249424.PC04925.E03","SC249430.PC04925.H03","SC249416.PC04925.A03","SC261527.PC04925.B10","SC253197.PC04925.G07","SC253197.PC04925.H07","SC253183.PC04925.A06","SC253201.PC04925.D08","SC253201.PC04925.E08","SC253847.PC04925.E09","SC261532.PC04925.D11","SC249441.PC04925.H04","Water.PC04925.G12","SC261522.PC04925.F11","SC253181.PC04925.G05","SC253194.PC04925.D07","SC249432.PC04925.B04","SC249408.PC04925.E02","SC249437.PC04925.F04","SC253196.PC04925.F07","SC253189.PC04925.F06","SC326763.PC07578.A12","SC326764.PC07578.B12","SC326765.PC07578.C12","SC326766.PC07578.D12","SC253186.PC07578.D06","SC249421.PC07578.F02","SC249410.PC07578.B01","SC253845.PC07578.C09","SC304090.PC07578.G04","SC253846.PC07578.D09","SC253200.PC07578.C08","SC249433.PC07578.G08","SC249426.PC07578.F03","SC261528.PC07578.E11","SC253182.PC07578.A01","SC249436.PC07578.E04","SC249365.PC07578.E09","SC249360.PC07578.B09","SC304930.PC07578.B05","SC304940.PC07578.C03","SC261516.PC07578.H10","SC253195.PC07578.E07","SC304093.PC07578.A04","SC304936.PC07578.B11","SC304926.PC07578.E06","SC249443.PC07578.E05","SC249439.PC07578.G07","SC304094.PC07578.A05","SC304099.PC07578.A10","SC304928.PC07578.B03","SC304938.PC07578.E10","SC253202.PC07578.F08","SC261525.PC07578.D10","SC261529.PC07578.F10","SC249366.PC07578.D01","SC249422.PC07578.D03","SC261524.PC07578.H09","NTC.PC07578.H12","SC249385.PC07578.C07","SC249387.PC07578.G01","SC249391.PC07578.H01","SC249382.PC07578.H05","SC249453.PC07578.F05","SC261523.PC07578.G10","SC304096.PC07578.A07","SC249369.PC07578.E01","SC249411.PC07578.G02","SC253852.PC07578.G09","SC249448.PC07578.D05","SC304091.PC07578.A02","SC261517.PC07578.F01","SC253184.PC07578.G06","SC253849.PC07578.F09","SC261531.PC07578.G11","SC304929.PC07578.B04","SC304939.PC07578.C02","SC249429.PC07578.G03","SC304098.PC07578.A08","SC249364.PC07578.C01","SC261515.PC07578.H11","SC253190.PC07578.H06","SC304931.PC07578.B06","SC304941.PC07578.C04","SC304095.PC07578.A06","SC261526.PC07578.C11","SC249414.PC07578.H02","SC249424.PC07578.E03","SC249430.PC07578.H03","SC253183.PC07578.D08","SC253201.PC07578.E08","SC304925.PC07578.B.08.PC07578.B08","SC304935.PC07578.B.10.PC07578.B10","SC304935.PC07578.C.06.PC07578.C06","SC304925.PC07578.D.07.PC07578.D07","SC261532.PC07578.D11","SC249441.PC07578.H04","Water.PC07578.G12","SC326767.PC07578.E12","SC326768.PC07578.F12","SC249451.PC07578.F06","SC249420.PC07578.H07","SC304092.PC07578.A03","SC261522.PC07578.F11","SC304097.PC07578.A09","SC253181.PC07578.G05","SC304927.PC07578.B02","SC304937.PC07578.D04","SC249362.PC07578.H08","SC249408.PC07578.E02","SC249437.PC07578.F04","SC249368.PC07578.C10","SC253196.PC07578.F07","SC304924.PC07578.A11.PC07578.A11","SC304924.PC07578.B.07.PC07578.B07","SC304934.PC07578.C.05.PC07578.C05","SC304934.PC07578.D.02.PC07578.D02"
"Megasphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methylobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mogibacterium",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moraxella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neisseria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2804,74,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3184,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3861,110,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,2,0,0,2,0,4,14,0,12,0,0,25,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nevskia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nocardioides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nosocomiicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Odoribacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,94,169,16,0,137,16,89,0,0,0,0,10,0,56,0,0,0,0,0,0,0,0,46,12,33,66,0,0,78,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,44,0,3,80,0,5,6,0,0,0,0,0,0,77,0,127,0,150,14,48,0,70,0,0,0,21,13,0,0,7,0,20,0,35,34,22,0,45,12,14,57,22,0,6,19,19,24,26,64,50,25,59,0,0,41,21,22,26,29,34,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,45,14,24,35,59,0,0,0,12,0,0,72,0,0,8,41,81,0,38,0,8,0,64,40,0,0,73,0,18,64,0,0,0,38,0,70,64,40,39,0,19,31,0,79,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oribacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oscillibacter",0,0,197,252,553,71,621,80,126,174,325,171,673,527,0,0,27,0,0,0,0,0,0,0,11,0,0,540,27,0,0,0,0,0,0,0,0,40,0,0,488,0,69,0,0,957,382,0,1184,2582,208,954,1667,257,1725,1382,8,17,10,192,0,376,0,0,0,319,0,95,0,221,217,143,184,413,0,142,258,347,313,133,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,204,0,140,577,69,95,116,168,748,149,162,895,0,10,0,3,89,0,0,0,768,28,29,1137,0,78,126,0,0,0,0,0,0,1269,4,1701,0,2251,207,1335,0,347,0,0,0,482,390,0,0,98,0,355,0,576,497,653,164,194,177,163,994,228,41,115,404,265,277,348,236,293,253,354,97,0,490,481,564,834,813,939,0,210,130,0,35,0,0,0,0,0,0,0,0,0,0,0,177,184,378,571,702,818,111,118,303,748,96,180,1321,833,641,440,1050,53,43,19,17,0,33,749,1124,531,686,982,1030,90,0,5,967,0,668,1327,0,1341,186,1473,749,0,371,0,441,0,1023,493,0,192,739,0,217,1515,0,0,0,788,0,1144,351,321,426,119,858,939,12,1379,0,0,224,196,0,0,0,0,0,42,0,4,0,0,0,0,0,0,0,0,12,15,6,7
"Oscillospira",0,0,37,40,49,16,44,12,32,47,65,40,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,30,0,0,0,0,41,0,0,10,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,0,14,66,11,16,17,41,75,23,46,52,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,7,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,55,57,64,40,77,21,21,59,64,0,24,43,59,30,27,74,10,0,0,0,0,0,0,0,0,12,0,13,0,0,0,23,0,62,0,0,71,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"other",13422,12046,2817,2615,4646,7161,5169,11653,6957,2622,3560,7890,3345,3293,23436,23188,17276,32643,30553,31942,26021,26608,32349,22108,21026,25352,0,6949,6977,146,41,231,484,5515,1599,1282,0,26597,0,17935,2329,20772,32216,0,0,10977,2045,0,7753,10104,30521,2334,8718,36496,9115,3186,34,28067,26718,8171,0,9516,0,0,0,5498,7,8505,0,8618,11996,8073,12186,8388,0,11268,10832,12876,7908,12769,0,0,9954,90,17424,34389,26335,28929,14081,17605,26951,16653,19527,30806,32863,15430,14858,14783,5926,2314,0,5837,6536,5279,11532,5347,1941,3106,3656,8584,3900,35643,11699,29766,31951,1173,362,70,570,8456,3057,23952,12355,91,732,1565,666,6124,1537,1613,0,0,14442,22299,8643,0,8093,8480,12445,0,10181,0,0,0,8359,7277,0,0,8702,0,9981,50,10102,9329,9422,7260,10348,9427,10540,9111,13749,473,11175,12241,9455,8453,11272,11860,12218,8888,7896,11539,0,10766,11052,13278,13255,9927,11651,1,11053,10755,22,22513,31897,24020,15435,28256,14951,22584,23608,0,6720,1683,1611,6530,2614,3431,5434,5555,6450,6254,4929,3486,3860,3024,8665,5067,4979,3970,4961,3621,31054,35219,40152,36720,23857,24993,8889,7007,12596,11889,14089,14555,13403,21,3702,4865,6,2781,11117,0,3286,6584,11340,10256,0,7795,0,7377,0,7010,10938,0,9355,11943,29,11190,16576,0,0,106,14412,0,3672,12120,8357,7715,12231,10741,10255,76,8813,0,0,9862,11783,0,19444,15654,15485,39772,23327,12,28055,26579,18884,19502,18981,33757,18758,24590,23718,25602,43089,25276,18546
"Paenibacillus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2419,1857,1016,3029,3246,4218,3853,2059,2250,1382,1899,2574,0,0,0,0,0,0,0,0,0,0,0,3111,0,0,0,0,3427,0,0,0,0,0,0,0,3862,0,0,3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4732,1617,4869,5046,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,315,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3610,5961,4917,4241,1612,2159,326,0,0,0,0,0,291,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Papillibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,6,0,0,0,18,20,0,0,22,0,11,0,0,6,0,13,0,16,0,11,0,0,12,10,6,8,0,4,9,8,0,0,0,12,13,3,0,0,4,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,7,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,18,0,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
