,Genus,value,Type
1963,Anaerococcus,NA,PC07578-MSA1002_Diff
1964,Anaerofilum,NA,PC07578-MSA1002_Diff
1965,Anaerofustis,NA,PC07578-MSA1002_Diff
1966,Anaeromyxobacter,NA,PC07578-MSA1002_Diff
1967,Anaerosporobacter,NA,PC07578-MSA1002_Diff
1968,Anaerotruncus,NA,PC07578-MSA1002_Diff
1969,Arthrobacter,NA,PC07578-MSA1002_Diff
1970,Atopobium,NA,PC07578-MSA1002_Diff
1971,Azospirillum,NA,PC07578-MSA1002_Diff
1972,Basidiomycota,NA,PC07578-MSA1002_Diff
1973,Bergeyella,NA,PC07578-MSA1002_Diff
1974,Blautia,NA,PC07578-MSA1002_Diff
1975,Bradyrhizobium,NA,PC07578-MSA1002_Diff
1976,Brevundimonas,NA,PC07578-MSA1002_Diff
1977,Bryobacter,NA,PC07578-MSA1002_Diff
1978,Butyricimonas,NA,PC07578-MSA1002_Diff
1979,Campylobacter,NA,PC07578-MSA1002_Diff
1980,Candidatus Planktophila,NA,PC07578-MSA1002_Diff
1981,Capnocytophaga,NA,PC07578-MSA1002_Diff
1982,Christensenella,NA,PC07578-MSA1002_Diff
1983,Clostridium sensu stricto 1,NA,PC07578-MSA1002_Diff
1984,Coprococcus,NA,PC07578-MSA1002_Diff
1985,Corynebacterium,NA,PC07578-MSA1002_Diff
1986,Desulfovibrio,NA,PC07578-MSA1002_Diff
1987,Devosia,NA,PC07578-MSA1002_Diff
1988,Dialister,NA,PC07578-MSA1002_Diff
1989,Dolosigranulum,NA,PC07578-MSA1002_Diff
1990,Dorea,NA,PC07578-MSA1002_Diff
1991,Eggerthella,NA,PC07578-MSA1002_Diff
1992,Eggerthia,NA,PC07578-MSA1002_Diff
1993,Enterorhabdus,NA,PC07578-MSA1002_Diff
1994,Faecalibacterium,NA,PC07578-MSA1002_Diff
1995,Finegoldia,NA,PC07578-MSA1002_Diff
1996,Flavonifractor,NA,PC07578-MSA1002_Diff
1997,Gemella,NA,PC07578-MSA1002_Diff
1998,Gordonibacter,NA,PC07578-MSA1002_Diff
1999,Granulicatella,NA,PC07578-MSA1002_Diff
2000,Haemophilus,NA,PC07578-MSA1002_Diff
2001,Holdemania,NA,PC07578-MSA1002_Diff
2002,Incertae Sedis,NA,PC07578-MSA1002_Diff
2003,Intestinimonas,NA,PC07578-MSA1002_Diff
2004,Lachnoanaerobaculum,NA,PC07578-MSA1002_Diff
2005,Lachnospira,NA,PC07578-MSA1002_Diff
2006,Lactococcus,NA,PC07578-MSA1002_Diff
2007,Lautropia,NA,PC07578-MSA1002_Diff
2008,Leptotrichia,NA,PC07578-MSA1002_Diff
2009,Leuconostoc,NA,PC07578-MSA1002_Diff
2010,Lysobacter,NA,PC07578-MSA1002_Diff
2011,Marvinbryantia,NA,PC07578-MSA1002_Diff
2012,Massilia,NA,PC07578-MSA1002_Diff
2013,Megasphaera,NA,PC07578-MSA1002_Diff
2014,Methylobacterium,NA,PC07578-MSA1002_Diff
2015,Mogibacterium,NA,PC07578-MSA1002_Diff
2016,Moraxella,NA,PC07578-MSA1002_Diff
2017,Mycobacterium,NA,PC07578-MSA1002_Diff
2018,Nevskia,NA,PC07578-MSA1002_Diff
2019,Nocardioides,NA,PC07578-MSA1002_Diff
2020,Nosocomiicoccus,NA,PC07578-MSA1002_Diff
2021,Odoribacter,NA,PC07578-MSA1002_Diff
2022,Oribacterium,NA,PC07578-MSA1002_Diff
2023,Oscillibacter,NA,PC07578-MSA1002_Diff
2024,Oscillospira,NA,PC07578-MSA1002_Diff
2025,Other,NA,PC07578-MSA1002_Diff
2026,Papillibacter,NA,PC07578-MSA1002_Diff
2027,Paracoccus,NA,PC07578-MSA1002_Diff
2028,Parasutterella,NA,PC07578-MSA1002_Diff
2029,Pedobacter,NA,PC07578-MSA1002_Diff
2030,Peptoniphilus,NA,PC07578-MSA1002_Diff
2031,Phascolarctobacterium,NA,PC07578-MSA1002_Diff
2032,Phenylobacterium,NA,PC07578-MSA1002_Diff
2033,Porphyromonas,NA,PC07578-MSA1002_Diff
2034,Prevotella,NA,PC07578-MSA1002_Diff
2035,Pseudobutyrivibrio,NA,PC07578-MSA1002_Diff
2036,Rhizobium,NA,PC07578-MSA1002_Diff
2037,Roseburia,NA,PC07578-MSA1002_Diff
2038,Rothia,NA,PC07578-MSA1002_Diff
2039,Rubellimicrobium,NA,PC07578-MSA1002_Diff
2040,Ruminococcus,NA,PC07578-MSA1002_Diff
2041,Salinarimonas,NA,PC07578-MSA1002_Diff
2042,Scardovia,NA,PC07578-MSA1002_Diff
2043,Sediminibacterium,NA,PC07578-MSA1002_Diff
2044,Solobacterium,NA,PC07578-MSA1002_Diff
2045,Sphingomonas,NA,PC07578-MSA1002_Diff
2046,Stomatobaculum,NA,PC07578-MSA1002_Diff
2047,Succiniclasticum,NA,PC07578-MSA1002_Diff
2048,Sutterella,NA,PC07578-MSA1002_Diff
2049,Synergistes,NA,PC07578-MSA1002_Diff
2050,Thalassospira,NA,PC07578-MSA1002_Diff
2051,Treponema,NA,PC07578-MSA1002_Diff
2052,Turicibacter,NA,PC07578-MSA1002_Diff
2053,uncultured,NA,PC07578-MSA1002_Diff
2054,Veillonella,NA,PC07578-MSA1002_Diff
2055,Weissella,NA,PC07578-MSA1002_Diff
2056,Acinetobacter,NA,PC07578-MSA1003_Diff
2057,Actinomyces,NA,PC07578-MSA1003_Diff
2058,Alistipes,NA,PC07578-MSA1003_Diff
2059,Anaerostipes,NA,PC07578-MSA1003_Diff
2060,Bacillus,-30.7222049,PC07578-MSA1003_Diff
2061,Bacteroides,NA,PC07578-MSA1003_Diff
2062,Bifidobacterium,NA,PC07578-MSA1003_Diff
2063,Bilophila,NA,PC07578-MSA1003_Diff
2064,Clostridium,NA,PC07578-MSA1003_Diff
2065,Lachnoclostridium,NA,PC07578-MSA1003_Diff
2066,Collinsella,NA,PC07578-MSA1003_Diff
2067,Coprobacillus,NA,PC07578-MSA1003_Diff
2068,Cryptococcus,NA,PC07578-MSA1003_Diff
2069,Deinococcus,NA,PC07578-MSA1003_Diff
2070,Enterococcus,-99.5230262,PC07578-MSA1003_Diff
2071,Escherichia-Shigella,59.32816483,PC07578-MSA1003_Diff
2072,Fusobacterium,NA,PC07578-MSA1003_Diff
2073,Helicobacter,NA,PC07578-MSA1003_Diff
2074,Lactobacillus,19.48909237,PC07578-MSA1003_Diff
2075,Listeria,-100,PC07578-MSA1003_Diff
2076,Neisseria,NA,PC07578-MSA1003_Diff
2077,Paenibacillus,NA,PC07578-MSA1003_Diff
2078,Parabacteroides,NA,PC07578-MSA1003_Diff
2079,Pediococcus,NA,PC07578-MSA1003_Diff
2080,Porphyromonadaceae,NA,PC07578-MSA1003_Diff
2081,Propionibacterium,NA,PC07578-MSA1003_Diff
2082,Pseudomonas,-100,PC07578-MSA1003_Diff
2083,Pyramidobacter,NA,PC07578-MSA1003_Diff
2084,Ralstonia,NA,PC07578-MSA1003_Diff
2085,Rhodobacter,NA,PC07578-MSA1003_Diff
2086,Saccharomyces,NA,PC07578-MSA1003_Diff
2087,Salmonella,NA,PC07578-MSA1003_Diff
2088,Staphylococcus,81.12735297,PC07578-MSA1003_Diff
2089,Streptococcus,NA,PC07578-MSA1003_Diff
2090,Subdoligranulum,NA,PC07578-MSA1003_Diff
2091,Abiotrophia,NA,PC07578-MSA1003_Diff
2092,Acetanaerobacterium,NA,PC07578-MSA1003_Diff
2093,Acidaminococcus,NA,PC07578-MSA1003_Diff
2094,Actinobacillus,NA,PC07578-MSA1003_Diff
2095,Adlercreutzia,NA,PC07578-MSA1003_Diff
2096,Akkermansia,NA,PC07578-MSA1003_Diff
2097,Alcaligenes,NA,PC07578-MSA1003_Diff
2098,Alkanindiges,NA,PC07578-MSA1003_Diff
2099,Alloprevotella,NA,PC07578-MSA1003_Diff
2100,Anaerococcus,NA,PC07578-MSA1003_Diff
2101,Anaerofilum,NA,PC07578-MSA1003_Diff
2102,Anaerofustis,NA,PC07578-MSA1003_Diff
2103,Anaeromyxobacter,NA,PC07578-MSA1003_Diff
2104,Anaerosporobacter,NA,PC07578-MSA1003_Diff
2105,Anaerotruncus,NA,PC07578-MSA1003_Diff
2106,Arthrobacter,NA,PC07578-MSA1003_Diff
2107,Atopobium,NA,PC07578-MSA1003_Diff
2108,Azospirillum,NA,PC07578-MSA1003_Diff
2109,Basidiomycota,NA,PC07578-MSA1003_Diff
2110,Bergeyella,NA,PC07578-MSA1003_Diff
2111,Blautia,NA,PC07578-MSA1003_Diff
2112,Bradyrhizobium,NA,PC07578-MSA1003_Diff
2113,Brevundimonas,NA,PC07578-MSA1003_Diff
2114,Bryobacter,NA,PC07578-MSA1003_Diff
2115,Butyricimonas,NA,PC07578-MSA1003_Diff
2116,Campylobacter,NA,PC07578-MSA1003_Diff
2117,Candidatus Planktophila,NA,PC07578-MSA1003_Diff
2118,Capnocytophaga,NA,PC07578-MSA1003_Diff
2119,Christensenella,NA,PC07578-MSA1003_Diff
2120,Clostridium sensu stricto 1,NA,PC07578-MSA1003_Diff
2121,Coprococcus,NA,PC07578-MSA1003_Diff
2122,Corynebacterium,NA,PC07578-MSA1003_Diff
2123,Desulfovibrio,NA,PC07578-MSA1003_Diff
2124,Devosia,NA,PC07578-MSA1003_Diff
2125,Dialister,NA,PC07578-MSA1003_Diff
2126,Dolosigranulum,NA,PC07578-MSA1003_Diff
2127,Dorea,NA,PC07578-MSA1003_Diff
2128,Eggerthella,NA,PC07578-MSA1003_Diff
2129,Eggerthia,NA,PC07578-MSA1003_Diff
2130,Enterorhabdus,NA,PC07578-MSA1003_Diff
2131,Faecalibacterium,NA,PC07578-MSA1003_Diff
2132,Finegoldia,NA,PC07578-MSA1003_Diff
2133,Flavonifractor,NA,PC07578-MSA1003_Diff
2134,Gemella,NA,PC07578-MSA1003_Diff
2135,Gordonibacter,NA,PC07578-MSA1003_Diff
2136,Granulicatella,NA,PC07578-MSA1003_Diff
2137,Haemophilus,NA,PC07578-MSA1003_Diff
2138,Holdemania,NA,PC07578-MSA1003_Diff
2139,Incertae Sedis,NA,PC07578-MSA1003_Diff
2140,Intestinimonas,NA,PC07578-MSA1003_Diff
2141,Lachnoanaerobaculum,NA,PC07578-MSA1003_Diff
2142,Lachnospira,NA,PC07578-MSA1003_Diff
2143,Lactococcus,NA,PC07578-MSA1003_Diff
2144,Lautropia,NA,PC07578-MSA1003_Diff
2145,Leptotrichia,NA,PC07578-MSA1003_Diff
2146,Leuconostoc,NA,PC07578-MSA1003_Diff
2147,Lysobacter,NA,PC07578-MSA1003_Diff
2148,Marvinbryantia,NA,PC07578-MSA1003_Diff
2149,Massilia,NA,PC07578-MSA1003_Diff
2150,Megasphaera,NA,PC07578-MSA1003_Diff
2151,Methylobacterium,NA,PC07578-MSA1003_Diff
2152,Mogibacterium,NA,PC07578-MSA1003_Diff
2153,Moraxella,NA,PC07578-MSA1003_Diff
2154,Mycobacterium,NA,PC07578-MSA1003_Diff
2155,Nevskia,NA,PC07578-MSA1003_Diff
2156,Nocardioides,NA,PC07578-MSA1003_Diff
2157,Nosocomiicoccus,NA,PC07578-MSA1003_Diff
2158,Odoribacter,NA,PC07578-MSA1003_Diff
2159,Oribacterium,NA,PC07578-MSA1003_Diff
2160,Oscillibacter,NA,PC07578-MSA1003_Diff
2161,Oscillospira,NA,PC07578-MSA1003_Diff
2162,Other,NA,PC07578-MSA1003_Diff
2163,Papillibacter,NA,PC07578-MSA1003_Diff
2164,Paracoccus,NA,PC07578-MSA1003_Diff
2165,Parasutterella,NA,PC07578-MSA1003_Diff
2166,Pedobacter,NA,PC07578-MSA1003_Diff
2167,Peptoniphilus,NA,PC07578-MSA1003_Diff
2168,Phascolarctobacterium,NA,PC07578-MSA1003_Diff
2169,Phenylobacterium,NA,PC07578-MSA1003_Diff
2170,Porphyromonas,NA,PC07578-MSA1003_Diff
2171,Prevotella,NA,PC07578-MSA1003_Diff
2172,Pseudobutyrivibrio,NA,PC07578-MSA1003_Diff
2173,Rhizobium,NA,PC07578-MSA1003_Diff
2174,Roseburia,NA,PC07578-MSA1003_Diff
2175,Rothia,NA,PC07578-MSA1003_Diff
2176,Rubellimicrobium,NA,PC07578-MSA1003_Diff
2177,Ruminococcus,NA,PC07578-MSA1003_Diff
2178,Salinarimonas,NA,PC07578-MSA1003_Diff
2179,Scardovia,NA,PC07578-MSA1003_Diff
2180,Sediminibacterium,NA,PC07578-MSA1003_Diff
2181,Solobacterium,NA,PC07578-MSA1003_Diff
2182,Sphingomonas,NA,PC07578-MSA1003_Diff
2183,Stomatobaculum,NA,PC07578-MSA1003_Diff
2184,Succiniclasticum,NA,PC07578-MSA1003_Diff
2185,Sutterella,NA,PC07578-MSA1003_Diff
2186,Synergistes,NA,PC07578-MSA1003_Diff
2187,Thalassospira,NA,PC07578-MSA1003_Diff
2188,Treponema,NA,PC07578-MSA1003_Diff
2189,Turicibacter,NA,PC07578-MSA1003_Diff
2190,uncultured,NA,PC07578-MSA1003_Diff
2191,Veillonella,NA,PC07578-MSA1003_Diff
2192,Weissella,NA,PC07578-MSA1003_Diff
2193,Acinetobacter,NA,PC07578-Seq.200_Diff
2194,Actinomyces,NA,PC07578-Seq.200_Diff
2195,Alistipes,NA,PC07578-Seq.200_Diff
2196,Anaerostipes,NA,PC07578-Seq.200_Diff
2197,Bacillus,21.73579068,PC07578-Seq.200_Diff
2198,Bacteroides,NA,PC07578-Seq.200_Diff
2199,Bifidobacterium,NA,PC07578-Seq.200_Diff
2200,Bilophila,NA,PC07578-Seq.200_Diff
2201,Clostridium,NA,PC07578-Seq.200_Diff
2202,Lachnoclostridium,NA,PC07578-Seq.200_Diff
2203,Collinsella,NA,PC07578-Seq.200_Diff
2204,Coprobacillus,NA,PC07578-Seq.200_Diff
2205,Cryptococcus,NA,PC07578-Seq.200_Diff
2206,Deinococcus,NA,PC07578-Seq.200_Diff
2207,Enterococcus,-21.45992383,PC07578-Seq.200_Diff
2208,Escherichia-Shigella,-30.31126294,PC07578-Seq.200_Diff
2209,Fusobacterium,NA,PC07578-Seq.200_Diff
2210,Helicobacter,NA,PC07578-Seq.200_Diff
2211,Lactobacillus,-45.7750064,PC07578-Seq.200_Diff
2212,Listeria,34.57980291,PC07578-Seq.200_Diff
2213,Neisseria,NA,PC07578-Seq.200_Diff
2214,Paenibacillus,NA,PC07578-Seq.200_Diff
2215,Parabacteroides,NA,PC07578-Seq.200_Diff
2216,Pediococcus,NA,PC07578-Seq.200_Diff
2217,Porphyromonadaceae,NA,PC07578-Seq.200_Diff
2218,Propionibacterium,NA,PC07578-Seq.200_Diff
2219,Pseudomonas,-100,PC07578-Seq.200_Diff
2220,Pyramidobacter,NA,PC07578-Seq.200_Diff
2221,Ralstonia,NA,PC07578-Seq.200_Diff
2222,Rhodobacter,NA,PC07578-Seq.200_Diff
2223,Saccharomyces,NA,PC07578-Seq.200_Diff
2224,Salmonella,NA,PC07578-Seq.200_Diff
2225,Staphylococcus,86.11737397,PC07578-Seq.200_Diff
2226,Streptococcus,NA,PC07578-Seq.200_Diff
2227,Subdoligranulum,NA,PC07578-Seq.200_Diff
2228,Abiotrophia,NA,PC07578-Seq.200_Diff
2229,Acetanaerobacterium,NA,PC07578-Seq.200_Diff
2230,Acidaminococcus,NA,PC07578-Seq.200_Diff
2231,Actinobacillus,NA,PC07578-Seq.200_Diff
2232,Adlercreutzia,NA,PC07578-Seq.200_Diff
2233,Akkermansia,NA,PC07578-Seq.200_Diff
2234,Alcaligenes,NA,PC07578-Seq.200_Diff
2235,Alkanindiges,NA,PC07578-Seq.200_Diff
2236,Alloprevotella,NA,PC07578-Seq.200_Diff
2237,Anaerococcus,NA,PC07578-Seq.200_Diff
2238,Anaerofilum,NA,PC07578-Seq.200_Diff
2239,Anaerofustis,NA,PC07578-Seq.200_Diff
2240,Anaeromyxobacter,NA,PC07578-Seq.200_Diff
2241,Anaerosporobacter,NA,PC07578-Seq.200_Diff
2242,Anaerotruncus,NA,PC07578-Seq.200_Diff
2243,Arthrobacter,NA,PC07578-Seq.200_Diff
2244,Atopobium,NA,PC07578-Seq.200_Diff
2245,Azospirillum,NA,PC07578-Seq.200_Diff
2246,Basidiomycota,NA,PC07578-Seq.200_Diff
2247,Bergeyella,NA,PC07578-Seq.200_Diff
2248,Blautia,NA,PC07578-Seq.200_Diff
2249,Bradyrhizobium,NA,PC07578-Seq.200_Diff
2250,Brevundimonas,NA,PC07578-Seq.200_Diff
2251,Bryobacter,NA,PC07578-Seq.200_Diff
2252,Butyricimonas,NA,PC07578-Seq.200_Diff
2253,Campylobacter,NA,PC07578-Seq.200_Diff
2254,Candidatus Planktophila,NA,PC07578-Seq.200_Diff
2255,Capnocytophaga,NA,PC07578-Seq.200_Diff
2256,Christensenella,NA,PC07578-Seq.200_Diff
2257,Clostridium sensu stricto 1,NA,PC07578-Seq.200_Diff
2258,Coprococcus,NA,PC07578-Seq.200_Diff
2259,Corynebacterium,NA,PC07578-Seq.200_Diff
2260,Desulfovibrio,NA,PC07578-Seq.200_Diff
2261,Devosia,NA,PC07578-Seq.200_Diff
2262,Dialister,NA,PC07578-Seq.200_Diff
2263,Dolosigranulum,NA,PC07578-Seq.200_Diff
2264,Dorea,NA,PC07578-Seq.200_Diff
2265,Eggerthella,NA,PC07578-Seq.200_Diff
2266,Eggerthia,NA,PC07578-Seq.200_Diff
2267,Enterorhabdus,NA,PC07578-Seq.200_Diff
2268,Faecalibacterium,NA,PC07578-Seq.200_Diff
2269,Finegoldia,NA,PC07578-Seq.200_Diff
2270,Flavonifractor,NA,PC07578-Seq.200_Diff
2271,Gemella,NA,PC07578-Seq.200_Diff
2272,Gordonibacter,NA,PC07578-Seq.200_Diff
2273,Granulicatella,NA,PC07578-Seq.200_Diff
2274,Haemophilus,NA,PC07578-Seq.200_Diff
2275,Holdemania,NA,PC07578-Seq.200_Diff
2276,Incertae Sedis,NA,PC07578-Seq.200_Diff
2277,Intestinimonas,NA,PC07578-Seq.200_Diff
2278,Lachnoanaerobaculum,NA,PC07578-Seq.200_Diff
2279,Lachnospira,NA,PC07578-Seq.200_Diff
2280,Lactococcus,NA,PC07578-Seq.200_Diff
2281,Lautropia,NA,PC07578-Seq.200_Diff
2282,Leptotrichia,NA,PC07578-Seq.200_Diff
2283,Leuconostoc,NA,PC07578-Seq.200_Diff
2284,Lysobacter,NA,PC07578-Seq.200_Diff
2285,Marvinbryantia,NA,PC07578-Seq.200_Diff
2286,Massilia,NA,PC07578-Seq.200_Diff
2287,Megasphaera,NA,PC07578-Seq.200_Diff
2288,Methylobacterium,NA,PC07578-Seq.200_Diff
2289,Mogibacterium,NA,PC07578-Seq.200_Diff
2290,Moraxella,NA,PC07578-Seq.200_Diff
2291,Mycobacterium,NA,PC07578-Seq.200_Diff
2292,Nevskia,NA,PC07578-Seq.200_Diff
2293,Nocardioides,NA,PC07578-Seq.200_Diff
2294,Nosocomiicoccus,NA,PC07578-Seq.200_Diff
2295,Odoribacter,NA,PC07578-Seq.200_Diff
2296,Oribacterium,NA,PC07578-Seq.200_Diff
2297,Oscillibacter,NA,PC07578-Seq.200_Diff
2298,Oscillospira,NA,PC07578-Seq.200_Diff
2299,Other,NA,PC07578-Seq.200_Diff
2300,Papillibacter,NA,PC07578-Seq.200_Diff
2301,Paracoccus,NA,PC07578-Seq.200_Diff
2302,Parasutterella,NA,PC07578-Seq.200_Diff
2303,Pedobacter,NA,PC07578-Seq.200_Diff
2304,Peptoniphilus,NA,PC07578-Seq.200_Diff
2305,Phascolarctobacterium,NA,PC07578-Seq.200_Diff
2306,Phenylobacterium,NA,PC07578-Seq.200_Diff
2307,Porphyromonas,NA,PC07578-Seq.200_Diff
2308,Prevotella,NA,PC07578-Seq.200_Diff
2309,Pseudobutyrivibrio,NA,PC07578-Seq.200_Diff
2310,Rhizobium,NA,PC07578-Seq.200_Diff
2311,Roseburia,NA,PC07578-Seq.200_Diff
2312,Rothia,NA,PC07578-Seq.200_Diff
2313,Rubellimicrobium,NA,PC07578-Seq.200_Diff
2314,Ruminococcus,NA,PC07578-Seq.200_Diff
2315,Salinarimonas,NA,PC07578-Seq.200_Diff
2316,Scardovia,NA,PC07578-Seq.200_Diff
2317,Sediminibacterium,NA,PC07578-Seq.200_Diff
2318,Solobacterium,NA,PC07578-Seq.200_Diff
2319,Sphingomonas,NA,PC07578-Seq.200_Diff
2320,Stomatobaculum,NA,PC07578-Seq.200_Diff
2321,Succiniclasticum,NA,PC07578-Seq.200_Diff
2322,Sutterella,NA,PC07578-Seq.200_Diff
2323,Synergistes,NA,PC07578-Seq.200_Diff
2324,Thalassospira,NA,PC07578-Seq.200_Diff
2325,Treponema,NA,PC07578-Seq.200_Diff
2326,Turicibacter,NA,PC07578-Seq.200_Diff
2327,uncultured,NA,PC07578-Seq.200_Diff
2328,Veillonella,NA,PC07578-Seq.200_Diff
2329,Weissella,NA,PC07578-Seq.200_Diff
2330,Acinetobacter,NA,PC07578-Seq.2000_Diff
2331,Actinomyces,NA,PC07578-Seq.2000_Diff
2332,Alistipes,NA,PC07578-Seq.2000_Diff
2333,Anaerostipes,NA,PC07578-Seq.2000_Diff
2334,Bacillus,18.59829351,PC07578-Seq.2000_Diff
2335,Bacteroides,NA,PC07578-Seq.2000_Diff
2336,Bifidobacterium,NA,PC07578-Seq.2000_Diff
2337,Bilophila,NA,PC07578-Seq.2000_Diff
2338,Clostridium,NA,PC07578-Seq.2000_Diff
2339,Lachnoclostridium,NA,PC07578-Seq.2000_Diff
2340,Collinsella,NA,PC07578-Seq.2000_Diff
2341,Coprobacillus,NA,PC07578-Seq.2000_Diff
2342,Cryptococcus,NA,PC07578-Seq.2000_Diff
2343,Deinococcus,NA,PC07578-Seq.2000_Diff
2344,Enterococcus,-5.034860692,PC07578-Seq.2000_Diff
2345,Escherichia-Shigella,-40.22176295,PC07578-Seq.2000_Diff
2346,Fusobacterium,NA,PC07578-Seq.2000_Diff
2347,Helicobacter,NA,PC07578-Seq.2000_Diff
2348,Lactobacillus,-20.59353539,PC07578-Seq.2000_Diff
2349,Listeria,35.71428571,PC07578-Seq.2000_Diff
2350,Neisseria,NA,PC07578-Seq.2000_Diff
2351,Paenibacillus,NA,PC07578-Seq.2000_Diff
2352,Parabacteroides,NA,PC07578-Seq.2000_Diff
2353,Pediococcus,NA,PC07578-Seq.2000_Diff
2354,Porphyromonadaceae,NA,PC07578-Seq.2000_Diff
2355,Propionibacterium,NA,PC07578-Seq.2000_Diff
2356,Pseudomonas,-100,PC07578-Seq.2000_Diff
2357,Pyramidobacter,NA,PC07578-Seq.2000_Diff
2358,Ralstonia,NA,PC07578-Seq.2000_Diff
2359,Rhodobacter,NA,PC07578-Seq.2000_Diff
2360,Saccharomyces,NA,PC07578-Seq.2000_Diff
2361,Salmonella,NA,PC07578-Seq.2000_Diff
2362,Staphylococcus,76.88509345,PC07578-Seq.2000_Diff
2363,Streptococcus,NA,PC07578-Seq.2000_Diff
2364,Subdoligranulum,NA,PC07578-Seq.2000_Diff
2365,Abiotrophia,NA,PC07578-Seq.2000_Diff
2366,Acetanaerobacterium,NA,PC07578-Seq.2000_Diff
2367,Acidaminococcus,NA,PC07578-Seq.2000_Diff
2368,Actinobacillus,NA,PC07578-Seq.2000_Diff
2369,Adlercreutzia,NA,PC07578-Seq.2000_Diff
2370,Akkermansia,NA,PC07578-Seq.2000_Diff
2371,Alcaligenes,NA,PC07578-Seq.2000_Diff
2372,Alkanindiges,NA,PC07578-Seq.2000_Diff
2373,Alloprevotella,NA,PC07578-Seq.2000_Diff
2374,Anaerococcus,NA,PC07578-Seq.2000_Diff
2375,Anaerofilum,NA,PC07578-Seq.2000_Diff
2376,Anaerofustis,NA,PC07578-Seq.2000_Diff
2377,Anaeromyxobacter,NA,PC07578-Seq.2000_Diff
2378,Anaerosporobacter,NA,PC07578-Seq.2000_Diff
2379,Anaerotruncus,NA,PC07578-Seq.2000_Diff
2380,Arthrobacter,NA,PC07578-Seq.2000_Diff
2381,Atopobium,NA,PC07578-Seq.2000_Diff
2382,Azospirillum,NA,PC07578-Seq.2000_Diff
2383,Basidiomycota,NA,PC07578-Seq.2000_Diff
2384,Bergeyella,NA,PC07578-Seq.2000_Diff
2385,Blautia,NA,PC07578-Seq.2000_Diff
2386,Bradyrhizobium,NA,PC07578-Seq.2000_Diff
2387,Brevundimonas,NA,PC07578-Seq.2000_Diff
2388,Bryobacter,NA,PC07578-Seq.2000_Diff
2389,Butyricimonas,NA,PC07578-Seq.2000_Diff
2390,Campylobacter,NA,PC07578-Seq.2000_Diff
2391,Candidatus Planktophila,NA,PC07578-Seq.2000_Diff
2392,Capnocytophaga,NA,PC07578-Seq.2000_Diff
2393,Christensenella,NA,PC07578-Seq.2000_Diff
2394,Clostridium sensu stricto 1,NA,PC07578-Seq.2000_Diff
2395,Coprococcus,NA,PC07578-Seq.2000_Diff
2396,Corynebacterium,NA,PC07578-Seq.2000_Diff
2397,Desulfovibrio,NA,PC07578-Seq.2000_Diff
2398,Devosia,NA,PC07578-Seq.2000_Diff
2399,Dialister,NA,PC07578-Seq.2000_Diff
2400,Dolosigranulum,NA,PC07578-Seq.2000_Diff
2401,Dorea,NA,PC07578-Seq.2000_Diff
2402,Eggerthella,NA,PC07578-Seq.2000_Diff
2403,Eggerthia,NA,PC07578-Seq.2000_Diff
2404,Enterorhabdus,NA,PC07578-Seq.2000_Diff
2405,Faecalibacterium,NA,PC07578-Seq.2000_Diff
2406,Finegoldia,NA,PC07578-Seq.2000_Diff
2407,Flavonifractor,NA,PC07578-Seq.2000_Diff
2408,Gemella,NA,PC07578-Seq.2000_Diff
2409,Gordonibacter,NA,PC07578-Seq.2000_Diff
2410,Granulicatella,NA,PC07578-Seq.2000_Diff
2411,Haemophilus,NA,PC07578-Seq.2000_Diff
2412,Holdemania,NA,PC07578-Seq.2000_Diff
2413,Incertae Sedis,NA,PC07578-Seq.2000_Diff
2414,Intestinimonas,NA,PC07578-Seq.2000_Diff
2415,Lachnoanaerobaculum,NA,PC07578-Seq.2000_Diff
2416,Lachnospira,NA,PC07578-Seq.2000_Diff
2417,Lactococcus,NA,PC07578-Seq.2000_Diff
2418,Lautropia,NA,PC07578-Seq.2000_Diff
2419,Leptotrichia,NA,PC07578-Seq.2000_Diff
2420,Leuconostoc,NA,PC07578-Seq.2000_Diff
2421,Lysobacter,NA,PC07578-Seq.2000_Diff
2422,Marvinbryantia,NA,PC07578-Seq.2000_Diff
2423,Massilia,NA,PC07578-Seq.2000_Diff
2424,Megasphaera,NA,PC07578-Seq.2000_Diff
2425,Methylobacterium,NA,PC07578-Seq.2000_Diff
2426,Mogibacterium,NA,PC07578-Seq.2000_Diff
2427,Moraxella,NA,PC07578-Seq.2000_Diff
2428,Mycobacterium,NA,PC07578-Seq.2000_Diff
2429,Nevskia,NA,PC07578-Seq.2000_Diff
2430,Nocardioides,NA,PC07578-Seq.2000_Diff
2431,Nosocomiicoccus,NA,PC07578-Seq.2000_Diff
2432,Odoribacter,NA,PC07578-Seq.2000_Diff
2433,Oribacterium,NA,PC07578-Seq.2000_Diff
2434,Oscillibacter,NA,PC07578-Seq.2000_Diff
2435,Oscillospira,NA,PC07578-Seq.2000_Diff
2436,Other,NA,PC07578-Seq.2000_Diff
2437,Papillibacter,NA,PC07578-Seq.2000_Diff
2438,Paracoccus,NA,PC07578-Seq.2000_Diff
2439,Parasutterella,NA,PC07578-Seq.2000_Diff
2440,Pedobacter,NA,PC07578-Seq.2000_Diff
2441,Peptoniphilus,NA,PC07578-Seq.2000_Diff
2442,Phascolarctobacterium,NA,PC07578-Seq.2000_Diff
2443,Phenylobacterium,NA,PC07578-Seq.2000_Diff
2444,Porphyromonas,NA,PC07578-Seq.2000_Diff
