,Genus,value,Type
996,Acetanaerobacterium,NA,PC04925-MSA1001_Diff
997,Acidaminococcus,NA,PC04925-MSA1001_Diff
998,Actinobacillus,NA,PC04925-MSA1001_Diff
999,Adlercreutzia,NA,PC04925-MSA1001_Diff
1000,Akkermansia,NA,PC04925-MSA1001_Diff
1001,Alcaligenes,NA,PC04925-MSA1001_Diff
1002,Alkanindiges,NA,PC04925-MSA1001_Diff
1003,Alloprevotella,NA,PC04925-MSA1001_Diff
1004,Anaerococcus,NA,PC04925-MSA1001_Diff
1005,Anaerofilum,NA,PC04925-MSA1001_Diff
1006,Anaerofustis,NA,PC04925-MSA1001_Diff
1007,Anaeromyxobacter,NA,PC04925-MSA1001_Diff
1008,Anaerosporobacter,NA,PC04925-MSA1001_Diff
1009,Anaerotruncus,NA,PC04925-MSA1001_Diff
1010,Arthrobacter,NA,PC04925-MSA1001_Diff
1011,Atopobium,NA,PC04925-MSA1001_Diff
1012,Azospirillum,NA,PC04925-MSA1001_Diff
1013,Basidiomycota,NA,PC04925-MSA1001_Diff
1014,Bergeyella,NA,PC04925-MSA1001_Diff
1015,Blautia,NA,PC04925-MSA1001_Diff
1016,Bradyrhizobium,NA,PC04925-MSA1001_Diff
1017,Brevundimonas,NA,PC04925-MSA1001_Diff
1018,Bryobacter,NA,PC04925-MSA1001_Diff
1019,Butyricimonas,NA,PC04925-MSA1001_Diff
1020,Campylobacter,NA,PC04925-MSA1001_Diff
1021,Candidatus Planktophila,NA,PC04925-MSA1001_Diff
1022,Capnocytophaga,NA,PC04925-MSA1001_Diff
1023,Christensenella,NA,PC04925-MSA1001_Diff
1024,Clostridium sensu stricto 1,NA,PC04925-MSA1001_Diff
1025,Coprococcus,NA,PC04925-MSA1001_Diff
1026,Corynebacterium,NA,PC04925-MSA1001_Diff
1027,Desulfovibrio,NA,PC04925-MSA1001_Diff
1028,Devosia,NA,PC04925-MSA1001_Diff
1029,Dialister,NA,PC04925-MSA1001_Diff
1030,Dolosigranulum,NA,PC04925-MSA1001_Diff
1031,Dorea,NA,PC04925-MSA1001_Diff
1032,Eggerthella,NA,PC04925-MSA1001_Diff
1033,Eggerthia,NA,PC04925-MSA1001_Diff
1034,Enterorhabdus,NA,PC04925-MSA1001_Diff
1035,Faecalibacterium,NA,PC04925-MSA1001_Diff
1036,Finegoldia,NA,PC04925-MSA1001_Diff
1037,Flavonifractor,NA,PC04925-MSA1001_Diff
1038,Gemella,NA,PC04925-MSA1001_Diff
1039,Gordonibacter,NA,PC04925-MSA1001_Diff
1040,Granulicatella,NA,PC04925-MSA1001_Diff
1041,Haemophilus,NA,PC04925-MSA1001_Diff
1042,Holdemania,NA,PC04925-MSA1001_Diff
1043,Incertae Sedis,NA,PC04925-MSA1001_Diff
1044,Intestinimonas,NA,PC04925-MSA1001_Diff
1045,Lachnoanaerobaculum,NA,PC04925-MSA1001_Diff
1046,Lachnospira,NA,PC04925-MSA1001_Diff
1047,Lactococcus,NA,PC04925-MSA1001_Diff
1048,Lautropia,NA,PC04925-MSA1001_Diff
1049,Leptotrichia,NA,PC04925-MSA1001_Diff
1050,Leuconostoc,NA,PC04925-MSA1001_Diff
1051,Lysobacter,NA,PC04925-MSA1001_Diff
1052,Marvinbryantia,NA,PC04925-MSA1001_Diff
1053,Massilia,NA,PC04925-MSA1001_Diff
1054,Megasphaera,NA,PC04925-MSA1001_Diff
1055,Methylobacterium,NA,PC04925-MSA1001_Diff
1056,Mogibacterium,NA,PC04925-MSA1001_Diff
1057,Moraxella,NA,PC04925-MSA1001_Diff
1058,Mycobacterium,NA,PC04925-MSA1001_Diff
1059,Nevskia,NA,PC04925-MSA1001_Diff
1060,Nocardioides,NA,PC04925-MSA1001_Diff
1061,Nosocomiicoccus,NA,PC04925-MSA1001_Diff
1062,Odoribacter,NA,PC04925-MSA1001_Diff
1063,Oribacterium,NA,PC04925-MSA1001_Diff
1064,Oscillibacter,NA,PC04925-MSA1001_Diff
1065,Oscillospira,NA,PC04925-MSA1001_Diff
1066,Other,NA,PC04925-MSA1001_Diff
1067,Papillibacter,NA,PC04925-MSA1001_Diff
1068,Paracoccus,NA,PC04925-MSA1001_Diff
1069,Parasutterella,NA,PC04925-MSA1001_Diff
1070,Pedobacter,NA,PC04925-MSA1001_Diff
1071,Peptoniphilus,NA,PC04925-MSA1001_Diff
1072,Phascolarctobacterium,NA,PC04925-MSA1001_Diff
1073,Phenylobacterium,NA,PC04925-MSA1001_Diff
1074,Porphyromonas,NA,PC04925-MSA1001_Diff
1075,Prevotella,NA,PC04925-MSA1001_Diff
1076,Pseudobutyrivibrio,NA,PC04925-MSA1001_Diff
1077,Rhizobium,NA,PC04925-MSA1001_Diff
1078,Roseburia,NA,PC04925-MSA1001_Diff
1079,Rothia,NA,PC04925-MSA1001_Diff
1080,Rubellimicrobium,NA,PC04925-MSA1001_Diff
1081,Ruminococcus,NA,PC04925-MSA1001_Diff
1082,Salinarimonas,NA,PC04925-MSA1001_Diff
1083,Scardovia,NA,PC04925-MSA1001_Diff
1084,Sediminibacterium,NA,PC04925-MSA1001_Diff
1085,Solobacterium,NA,PC04925-MSA1001_Diff
1086,Sphingomonas,NA,PC04925-MSA1001_Diff
1087,Stomatobaculum,NA,PC04925-MSA1001_Diff
1088,Succiniclasticum,NA,PC04925-MSA1001_Diff
1089,Sutterella,NA,PC04925-MSA1001_Diff
1090,Synergistes,NA,PC04925-MSA1001_Diff
1091,Thalassospira,NA,PC04925-MSA1001_Diff
1092,Treponema,NA,PC04925-MSA1001_Diff
1093,Turicibacter,NA,PC04925-MSA1001_Diff
1094,uncultured,NA,PC04925-MSA1001_Diff
1095,Veillonella,NA,PC04925-MSA1001_Diff
1096,Weissella,NA,PC04925-MSA1001_Diff
1097,Acinetobacter,NA,PC04925-MSA1002_Diff
1098,Actinomyces,NA,PC04925-MSA1002_Diff
1099,Alistipes,NA,PC04925-MSA1002_Diff
1100,Anaerostipes,NA,PC04925-MSA1002_Diff
1101,Bacillus,52.3444185,PC04925-MSA1002_Diff
1102,Bacteroides,NA,PC04925-MSA1002_Diff
1103,Bifidobacterium,NA,PC04925-MSA1002_Diff
1104,Bilophila,NA,PC04925-MSA1002_Diff
1105,Clostridium,NA,PC04925-MSA1002_Diff
1106,Lachnoclostridium,NA,PC04925-MSA1002_Diff
1107,Collinsella,NA,PC04925-MSA1002_Diff
1108,Coprobacillus,NA,PC04925-MSA1002_Diff
1109,Cryptococcus,NA,PC04925-MSA1002_Diff
1110,Deinococcus,NA,PC04925-MSA1002_Diff
1111,Enterococcus,-80.75343545,PC04925-MSA1002_Diff
1112,Escherichia-Shigella,-62.03693157,PC04925-MSA1002_Diff
1113,Fusobacterium,NA,PC04925-MSA1002_Diff
1114,Helicobacter,NA,PC04925-MSA1002_Diff
1115,Lactobacillus,-67.13680968,PC04925-MSA1002_Diff
1116,Listeria,-100,PC04925-MSA1002_Diff
1117,Neisseria,NA,PC04925-MSA1002_Diff
1118,Paenibacillus,NA,PC04925-MSA1002_Diff
1119,Parabacteroides,NA,PC04925-MSA1002_Diff
1120,Pediococcus,NA,PC04925-MSA1002_Diff
1121,Porphyromonadaceae,NA,PC04925-MSA1002_Diff
1122,Propionibacterium,NA,PC04925-MSA1002_Diff
1123,Pseudomonas,-100,PC04925-MSA1002_Diff
1124,Pyramidobacter,NA,PC04925-MSA1002_Diff
1125,Ralstonia,NA,PC04925-MSA1002_Diff
1126,Rhodobacter,NA,PC04925-MSA1002_Diff
1127,Saccharomyces,NA,PC04925-MSA1002_Diff
1128,Salmonella,NA,PC04925-MSA1002_Diff
1129,Staphylococcus,-30.13428435,PC04925-MSA1002_Diff
1130,Streptococcus,NA,PC04925-MSA1002_Diff
1131,Subdoligranulum,NA,PC04925-MSA1002_Diff
1132,Abiotrophia,NA,PC04925-MSA1002_Diff
1133,Acetanaerobacterium,NA,PC04925-MSA1002_Diff
1134,Acidaminococcus,NA,PC04925-MSA1002_Diff
1135,Actinobacillus,NA,PC04925-MSA1002_Diff
1136,Adlercreutzia,NA,PC04925-MSA1002_Diff
1137,Akkermansia,NA,PC04925-MSA1002_Diff
1138,Alcaligenes,NA,PC04925-MSA1002_Diff
1139,Alkanindiges,NA,PC04925-MSA1002_Diff
1140,Alloprevotella,NA,PC04925-MSA1002_Diff
1141,Anaerococcus,NA,PC04925-MSA1002_Diff
1142,Anaerofilum,NA,PC04925-MSA1002_Diff
1143,Anaerofustis,NA,PC04925-MSA1002_Diff
1144,Anaeromyxobacter,NA,PC04925-MSA1002_Diff
1145,Anaerosporobacter,NA,PC04925-MSA1002_Diff
1146,Anaerotruncus,NA,PC04925-MSA1002_Diff
1147,Arthrobacter,NA,PC04925-MSA1002_Diff
1148,Atopobium,NA,PC04925-MSA1002_Diff
1149,Azospirillum,NA,PC04925-MSA1002_Diff
1150,Basidiomycota,NA,PC04925-MSA1002_Diff
1151,Bergeyella,NA,PC04925-MSA1002_Diff
1152,Blautia,NA,PC04925-MSA1002_Diff
1153,Bradyrhizobium,NA,PC04925-MSA1002_Diff
1154,Brevundimonas,NA,PC04925-MSA1002_Diff
1155,Bryobacter,NA,PC04925-MSA1002_Diff
1156,Butyricimonas,NA,PC04925-MSA1002_Diff
1157,Campylobacter,NA,PC04925-MSA1002_Diff
1158,Candidatus Planktophila,NA,PC04925-MSA1002_Diff
1159,Capnocytophaga,NA,PC04925-MSA1002_Diff
1160,Christensenella,NA,PC04925-MSA1002_Diff
1161,Clostridium sensu stricto 1,NA,PC04925-MSA1002_Diff
1162,Coprococcus,NA,PC04925-MSA1002_Diff
1163,Corynebacterium,NA,PC04925-MSA1002_Diff
1164,Desulfovibrio,NA,PC04925-MSA1002_Diff
1165,Devosia,NA,PC04925-MSA1002_Diff
1166,Dialister,NA,PC04925-MSA1002_Diff
1167,Dolosigranulum,NA,PC04925-MSA1002_Diff
1168,Dorea,NA,PC04925-MSA1002_Diff
1169,Eggerthella,NA,PC04925-MSA1002_Diff
1170,Eggerthia,NA,PC04925-MSA1002_Diff
1171,Enterorhabdus,NA,PC04925-MSA1002_Diff
1172,Faecalibacterium,NA,PC04925-MSA1002_Diff
1173,Finegoldia,NA,PC04925-MSA1002_Diff
1174,Flavonifractor,NA,PC04925-MSA1002_Diff
1175,Gemella,NA,PC04925-MSA1002_Diff
1176,Gordonibacter,NA,PC04925-MSA1002_Diff
1177,Granulicatella,NA,PC04925-MSA1002_Diff
1178,Haemophilus,NA,PC04925-MSA1002_Diff
1179,Holdemania,NA,PC04925-MSA1002_Diff
1180,Incertae Sedis,NA,PC04925-MSA1002_Diff
1181,Intestinimonas,NA,PC04925-MSA1002_Diff
1182,Lachnoanaerobaculum,NA,PC04925-MSA1002_Diff
1183,Lachnospira,NA,PC04925-MSA1002_Diff
1184,Lactococcus,NA,PC04925-MSA1002_Diff
1185,Lautropia,NA,PC04925-MSA1002_Diff
1186,Leptotrichia,NA,PC04925-MSA1002_Diff
1187,Leuconostoc,NA,PC04925-MSA1002_Diff
1188,Lysobacter,NA,PC04925-MSA1002_Diff
1189,Marvinbryantia,NA,PC04925-MSA1002_Diff
1190,Massilia,NA,PC04925-MSA1002_Diff
1191,Megasphaera,NA,PC04925-MSA1002_Diff
1192,Methylobacterium,NA,PC04925-MSA1002_Diff
1193,Mogibacterium,NA,PC04925-MSA1002_Diff
1194,Moraxella,NA,PC04925-MSA1002_Diff
1195,Mycobacterium,NA,PC04925-MSA1002_Diff
1196,Nevskia,NA,PC04925-MSA1002_Diff
1197,Nocardioides,NA,PC04925-MSA1002_Diff
1198,Nosocomiicoccus,NA,PC04925-MSA1002_Diff
1199,Odoribacter,NA,PC04925-MSA1002_Diff
1200,Oribacterium,NA,PC04925-MSA1002_Diff
1201,Oscillibacter,NA,PC04925-MSA1002_Diff
1202,Oscillospira,NA,PC04925-MSA1002_Diff
1203,Other,NA,PC04925-MSA1002_Diff
1204,Papillibacter,NA,PC04925-MSA1002_Diff
1205,Paracoccus,NA,PC04925-MSA1002_Diff
1206,Parasutterella,NA,PC04925-MSA1002_Diff
1207,Pedobacter,NA,PC04925-MSA1002_Diff
1208,Peptoniphilus,NA,PC04925-MSA1002_Diff
1209,Phascolarctobacterium,NA,PC04925-MSA1002_Diff
1210,Phenylobacterium,NA,PC04925-MSA1002_Diff
1211,Porphyromonas,NA,PC04925-MSA1002_Diff
1212,Prevotella,NA,PC04925-MSA1002_Diff
1213,Pseudobutyrivibrio,NA,PC04925-MSA1002_Diff
1214,Rhizobium,NA,PC04925-MSA1002_Diff
1215,Roseburia,NA,PC04925-MSA1002_Diff
1216,Rothia,NA,PC04925-MSA1002_Diff
1217,Rubellimicrobium,NA,PC04925-MSA1002_Diff
1218,Ruminococcus,NA,PC04925-MSA1002_Diff
1219,Salinarimonas,NA,PC04925-MSA1002_Diff
1220,Scardovia,NA,PC04925-MSA1002_Diff
1221,Sediminibacterium,NA,PC04925-MSA1002_Diff
1222,Solobacterium,NA,PC04925-MSA1002_Diff
1223,Sphingomonas,NA,PC04925-MSA1002_Diff
1224,Stomatobaculum,NA,PC04925-MSA1002_Diff
1225,Succiniclasticum,NA,PC04925-MSA1002_Diff
1226,Sutterella,NA,PC04925-MSA1002_Diff
1227,Synergistes,NA,PC04925-MSA1002_Diff
1228,Thalassospira,NA,PC04925-MSA1002_Diff
1229,Treponema,NA,PC04925-MSA1002_Diff
1230,Turicibacter,NA,PC04925-MSA1002_Diff
1231,uncultured,NA,PC04925-MSA1002_Diff
1232,Veillonella,NA,PC04925-MSA1002_Diff
1233,Weissella,NA,PC04925-MSA1002_Diff
1234,Acinetobacter,NA,PC04925-MSA1003_Diff
1235,Actinomyces,NA,PC04925-MSA1003_Diff
1236,Alistipes,NA,PC04925-MSA1003_Diff
1237,Anaerostipes,NA,PC04925-MSA1003_Diff
1238,Bacillus,-40.48536421,PC04925-MSA1003_Diff
1239,Bacteroides,NA,PC04925-MSA1003_Diff
1240,Bifidobacterium,NA,PC04925-MSA1003_Diff
1241,Bilophila,NA,PC04925-MSA1003_Diff
1242,Clostridium,NA,PC04925-MSA1003_Diff
1243,Lachnoclostridium,NA,PC04925-MSA1003_Diff
1244,Collinsella,NA,PC04925-MSA1003_Diff
1245,Coprobacillus,NA,PC04925-MSA1003_Diff
1246,Cryptococcus,NA,PC04925-MSA1003_Diff
1247,Deinococcus,NA,PC04925-MSA1003_Diff
1248,Enterococcus,-99.70630729,PC04925-MSA1003_Diff
1249,Escherichia-Shigella,43.98465747,PC04925-MSA1003_Diff
1250,Fusobacterium,NA,PC04925-MSA1003_Diff
1251,Helicobacter,NA,PC04925-MSA1003_Diff
1252,Lactobacillus,33.26222613,PC04925-MSA1003_Diff
1253,Listeria,-100,PC04925-MSA1003_Diff
1254,Neisseria,NA,PC04925-MSA1003_Diff
1255,Paenibacillus,NA,PC04925-MSA1003_Diff
1256,Parabacteroides,NA,PC04925-MSA1003_Diff
1257,Pediococcus,NA,PC04925-MSA1003_Diff
1258,Porphyromonadaceae,NA,PC04925-MSA1003_Diff
1259,Propionibacterium,NA,PC04925-MSA1003_Diff
1260,Pseudomonas,-100,PC04925-MSA1003_Diff
1261,Pyramidobacter,NA,PC04925-MSA1003_Diff
1262,Ralstonia,NA,PC04925-MSA1003_Diff
1263,Rhodobacter,NA,PC04925-MSA1003_Diff
1264,Saccharomyces,NA,PC04925-MSA1003_Diff
1265,Salmonella,NA,PC04925-MSA1003_Diff
1266,Staphylococcus,52.90868673,PC04925-MSA1003_Diff
1267,Streptococcus,NA,PC04925-MSA1003_Diff
1268,Subdoligranulum,NA,PC04925-MSA1003_Diff
1269,Abiotrophia,NA,PC04925-MSA1003_Diff
1270,Acetanaerobacterium,NA,PC04925-MSA1003_Diff
1271,Acidaminococcus,NA,PC04925-MSA1003_Diff
1272,Actinobacillus,NA,PC04925-MSA1003_Diff
1273,Adlercreutzia,NA,PC04925-MSA1003_Diff
1274,Akkermansia,NA,PC04925-MSA1003_Diff
1275,Alcaligenes,NA,PC04925-MSA1003_Diff
1276,Alkanindiges,NA,PC04925-MSA1003_Diff
1277,Alloprevotella,NA,PC04925-MSA1003_Diff
1278,Anaerococcus,NA,PC04925-MSA1003_Diff
1279,Anaerofilum,NA,PC04925-MSA1003_Diff
1280,Anaerofustis,NA,PC04925-MSA1003_Diff
1281,Anaeromyxobacter,NA,PC04925-MSA1003_Diff
1282,Anaerosporobacter,NA,PC04925-MSA1003_Diff
1283,Anaerotruncus,NA,PC04925-MSA1003_Diff
1284,Arthrobacter,NA,PC04925-MSA1003_Diff
1285,Atopobium,NA,PC04925-MSA1003_Diff
1286,Azospirillum,NA,PC04925-MSA1003_Diff
1287,Basidiomycota,NA,PC04925-MSA1003_Diff
1288,Bergeyella,NA,PC04925-MSA1003_Diff
1289,Blautia,NA,PC04925-MSA1003_Diff
1290,Bradyrhizobium,NA,PC04925-MSA1003_Diff
1291,Brevundimonas,NA,PC04925-MSA1003_Diff
1292,Bryobacter,NA,PC04925-MSA1003_Diff
1293,Butyricimonas,NA,PC04925-MSA1003_Diff
1294,Campylobacter,NA,PC04925-MSA1003_Diff
1295,Candidatus Planktophila,NA,PC04925-MSA1003_Diff
1296,Capnocytophaga,NA,PC04925-MSA1003_Diff
1297,Christensenella,NA,PC04925-MSA1003_Diff
1298,Clostridium sensu stricto 1,NA,PC04925-MSA1003_Diff
1299,Coprococcus,NA,PC04925-MSA1003_Diff
1300,Corynebacterium,NA,PC04925-MSA1003_Diff
1301,Desulfovibrio,NA,PC04925-MSA1003_Diff
1302,Devosia,NA,PC04925-MSA1003_Diff
1303,Dialister,NA,PC04925-MSA1003_Diff
1304,Dolosigranulum,NA,PC04925-MSA1003_Diff
1305,Dorea,NA,PC04925-MSA1003_Diff
1306,Eggerthella,NA,PC04925-MSA1003_Diff
1307,Eggerthia,NA,PC04925-MSA1003_Diff
1308,Enterorhabdus,NA,PC04925-MSA1003_Diff
1309,Faecalibacterium,NA,PC04925-MSA1003_Diff
1310,Finegoldia,NA,PC04925-MSA1003_Diff
1311,Flavonifractor,NA,PC04925-MSA1003_Diff
1312,Gemella,NA,PC04925-MSA1003_Diff
1313,Gordonibacter,NA,PC04925-MSA1003_Diff
1314,Granulicatella,NA,PC04925-MSA1003_Diff
1315,Haemophilus,NA,PC04925-MSA1003_Diff
1316,Holdemania,NA,PC04925-MSA1003_Diff
1317,Incertae Sedis,NA,PC04925-MSA1003_Diff
1318,Intestinimonas,NA,PC04925-MSA1003_Diff
1319,Lachnoanaerobaculum,NA,PC04925-MSA1003_Diff
1320,Lachnospira,NA,PC04925-MSA1003_Diff
1321,Lactococcus,NA,PC04925-MSA1003_Diff
1322,Lautropia,NA,PC04925-MSA1003_Diff
1323,Leptotrichia,NA,PC04925-MSA1003_Diff
1324,Leuconostoc,NA,PC04925-MSA1003_Diff
1325,Lysobacter,NA,PC04925-MSA1003_Diff
1326,Marvinbryantia,NA,PC04925-MSA1003_Diff
1327,Massilia,NA,PC04925-MSA1003_Diff
1328,Megasphaera,NA,PC04925-MSA1003_Diff
1329,Methylobacterium,NA,PC04925-MSA1003_Diff
1330,Mogibacterium,NA,PC04925-MSA1003_Diff
1331,Moraxella,NA,PC04925-MSA1003_Diff
1332,Mycobacterium,NA,PC04925-MSA1003_Diff
1333,Nevskia,NA,PC04925-MSA1003_Diff
1334,Nocardioides,NA,PC04925-MSA1003_Diff
1335,Nosocomiicoccus,NA,PC04925-MSA1003_Diff
1336,Odoribacter,NA,PC04925-MSA1003_Diff
1337,Oribacterium,NA,PC04925-MSA1003_Diff
1338,Oscillibacter,NA,PC04925-MSA1003_Diff
1339,Oscillospira,NA,PC04925-MSA1003_Diff
1340,Other,NA,PC04925-MSA1003_Diff
1341,Papillibacter,NA,PC04925-MSA1003_Diff
1342,Paracoccus,NA,PC04925-MSA1003_Diff
1343,Parasutterella,NA,PC04925-MSA1003_Diff
1344,Pedobacter,NA,PC04925-MSA1003_Diff
1345,Peptoniphilus,NA,PC04925-MSA1003_Diff
1346,Phascolarctobacterium,NA,PC04925-MSA1003_Diff
1347,Phenylobacterium,NA,PC04925-MSA1003_Diff
1348,Porphyromonas,NA,PC04925-MSA1003_Diff
1349,Prevotella,NA,PC04925-MSA1003_Diff
1350,Pseudobutyrivibrio,NA,PC04925-MSA1003_Diff
1351,Rhizobium,NA,PC04925-MSA1003_Diff
1352,Roseburia,NA,PC04925-MSA1003_Diff
1353,Rothia,NA,PC04925-MSA1003_Diff
1354,Rubellimicrobium,NA,PC04925-MSA1003_Diff
1355,Ruminococcus,NA,PC04925-MSA1003_Diff
1356,Salinarimonas,NA,PC04925-MSA1003_Diff
1357,Scardovia,NA,PC04925-MSA1003_Diff
1358,Sediminibacterium,NA,PC04925-MSA1003_Diff
1359,Solobacterium,NA,PC04925-MSA1003_Diff
1360,Sphingomonas,NA,PC04925-MSA1003_Diff
1361,Stomatobaculum,NA,PC04925-MSA1003_Diff
1362,Succiniclasticum,NA,PC04925-MSA1003_Diff
1363,Sutterella,NA,PC04925-MSA1003_Diff
1364,Synergistes,NA,PC04925-MSA1003_Diff
1365,Thalassospira,NA,PC04925-MSA1003_Diff
1366,Treponema,NA,PC04925-MSA1003_Diff
1367,Turicibacter,NA,PC04925-MSA1003_Diff
1368,uncultured,NA,PC04925-MSA1003_Diff
1369,Veillonella,NA,PC04925-MSA1003_Diff
1370,Weissella,NA,PC04925-MSA1003_Diff
1371,Acinetobacter,NA,PC04925-Seq.200_Diff
1372,Actinomyces,NA,PC04925-Seq.200_Diff
1373,Alistipes,NA,PC04925-Seq.200_Diff
1374,Anaerostipes,NA,PC04925-Seq.200_Diff
1375,Bacillus,33.09647796,PC04925-Seq.200_Diff
1376,Bacteroides,NA,PC04925-Seq.200_Diff
1377,Bifidobacterium,NA,PC04925-Seq.200_Diff
1378,Bilophila,NA,PC04925-Seq.200_Diff
1379,Clostridium,NA,PC04925-Seq.200_Diff
1380,Lachnoclostridium,NA,PC04925-Seq.200_Diff
1381,Collinsella,NA,PC04925-Seq.200_Diff
1382,Coprobacillus,NA,PC04925-Seq.200_Diff
1383,Cryptococcus,NA,PC04925-Seq.200_Diff
1384,Deinococcus,NA,PC04925-Seq.200_Diff
1385,Enterococcus,-15.76568434,PC04925-Seq.200_Diff
1386,Escherichia-Shigella,-20.36223081,PC04925-Seq.200_Diff
1387,Fusobacterium,NA,PC04925-Seq.200_Diff
1388,Helicobacter,NA,PC04925-Seq.200_Diff
1389,Lactobacillus,-42.94089348,PC04925-Seq.200_Diff
1390,Listeria,40.26247189,PC04925-Seq.200_Diff
1391,Neisseria,NA,PC04925-Seq.200_Diff
1392,Paenibacillus,NA,PC04925-Seq.200_Diff
1393,Parabacteroides,NA,PC04925-Seq.200_Diff
1394,Pediococcus,NA,PC04925-Seq.200_Diff
1395,Porphyromonadaceae,NA,PC04925-Seq.200_Diff
1396,Propionibacterium,NA,PC04925-Seq.200_Diff
1397,Pseudomonas,-100,PC04925-Seq.200_Diff
1398,Pyramidobacter,NA,PC04925-Seq.200_Diff
1399,Ralstonia,NA,PC04925-Seq.200_Diff
1400,Rhodobacter,NA,PC04925-Seq.200_Diff
1401,Saccharomyces,NA,PC04925-Seq.200_Diff
1402,Salmonella,NA,PC04925-Seq.200_Diff
1403,Staphylococcus,69.74869035,PC04925-Seq.200_Diff
1404,Streptococcus,NA,PC04925-Seq.200_Diff
1405,Subdoligranulum,NA,PC04925-Seq.200_Diff
1406,Abiotrophia,NA,PC04925-Seq.200_Diff
1407,Acetanaerobacterium,NA,PC04925-Seq.200_Diff
1408,Acidaminococcus,NA,PC04925-Seq.200_Diff
1409,Actinobacillus,NA,PC04925-Seq.200_Diff
1410,Adlercreutzia,NA,PC04925-Seq.200_Diff
1411,Akkermansia,NA,PC04925-Seq.200_Diff
1412,Alcaligenes,NA,PC04925-Seq.200_Diff
1413,Alkanindiges,NA,PC04925-Seq.200_Diff
1414,Alloprevotella,NA,PC04925-Seq.200_Diff
1415,Anaerococcus,NA,PC04925-Seq.200_Diff
1416,Anaerofilum,NA,PC04925-Seq.200_Diff
1417,Anaerofustis,NA,PC04925-Seq.200_Diff
1418,Anaeromyxobacter,NA,PC04925-Seq.200_Diff
1419,Anaerosporobacter,NA,PC04925-Seq.200_Diff
1420,Anaerotruncus,NA,PC04925-Seq.200_Diff
1421,Arthrobacter,NA,PC04925-Seq.200_Diff
1422,Atopobium,NA,PC04925-Seq.200_Diff
1423,Azospirillum,NA,PC04925-Seq.200_Diff
1424,Basidiomycota,NA,PC04925-Seq.200_Diff
1425,Bergeyella,NA,PC04925-Seq.200_Diff
1426,Blautia,NA,PC04925-Seq.200_Diff
1427,Bradyrhizobium,NA,PC04925-Seq.200_Diff
1428,Brevundimonas,NA,PC04925-Seq.200_Diff
1429,Bryobacter,NA,PC04925-Seq.200_Diff
1430,Butyricimonas,NA,PC04925-Seq.200_Diff
1431,Campylobacter,NA,PC04925-Seq.200_Diff
1432,Candidatus Planktophila,NA,PC04925-Seq.200_Diff
1433,Capnocytophaga,NA,PC04925-Seq.200_Diff
1434,Christensenella,NA,PC04925-Seq.200_Diff
1435,Clostridium sensu stricto 1,NA,PC04925-Seq.200_Diff
1436,Coprococcus,NA,PC04925-Seq.200_Diff
1437,Corynebacterium,NA,PC04925-Seq.200_Diff
1438,Desulfovibrio,NA,PC04925-Seq.200_Diff
1439,Devosia,NA,PC04925-Seq.200_Diff
1440,Dialister,NA,PC04925-Seq.200_Diff
1441,Dolosigranulum,NA,PC04925-Seq.200_Diff
1442,Dorea,NA,PC04925-Seq.200_Diff
1443,Eggerthella,NA,PC04925-Seq.200_Diff
1444,Eggerthia,NA,PC04925-Seq.200_Diff
1445,Enterorhabdus,NA,PC04925-Seq.200_Diff
1446,Faecalibacterium,NA,PC04925-Seq.200_Diff
1447,Finegoldia,NA,PC04925-Seq.200_Diff
1448,Flavonifractor,NA,PC04925-Seq.200_Diff
1449,Gemella,NA,PC04925-Seq.200_Diff
1450,Gordonibacter,NA,PC04925-Seq.200_Diff
1451,Granulicatella,NA,PC04925-Seq.200_Diff
1452,Haemophilus,NA,PC04925-Seq.200_Diff
1453,Holdemania,NA,PC04925-Seq.200_Diff
1454,Incertae Sedis,NA,PC04925-Seq.200_Diff
1455,Intestinimonas,NA,PC04925-Seq.200_Diff
1456,Lachnoanaerobaculum,NA,PC04925-Seq.200_Diff
1457,Lachnospira,NA,PC04925-Seq.200_Diff
1458,Lactococcus,NA,PC04925-Seq.200_Diff
1459,Lautropia,NA,PC04925-Seq.200_Diff
1460,Leptotrichia,NA,PC04925-Seq.200_Diff
1461,Leuconostoc,NA,PC04925-Seq.200_Diff
1462,Lysobacter,NA,PC04925-Seq.200_Diff
1463,Marvinbryantia,NA,PC04925-Seq.200_Diff
1464,Massilia,NA,PC04925-Seq.200_Diff
1465,Megasphaera,NA,PC04925-Seq.200_Diff
1466,Methylobacterium,NA,PC04925-Seq.200_Diff
1467,Mogibacterium,NA,PC04925-Seq.200_Diff
1468,Moraxella,NA,PC04925-Seq.200_Diff
1469,Mycobacterium,NA,PC04925-Seq.200_Diff
1470,Nevskia,NA,PC04925-Seq.200_Diff
1471,Nocardioides,NA,PC04925-Seq.200_Diff
1472,Nosocomiicoccus,NA,PC04925-Seq.200_Diff
1473,Odoribacter,NA,PC04925-Seq.200_Diff
1474,Oribacterium,NA,PC04925-Seq.200_Diff
1475,Oscillibacter,NA,PC04925-Seq.200_Diff
1476,Oscillospira,NA,PC04925-Seq.200_Diff
1477,Other,NA,PC04925-Seq.200_Diff
1478,Papillibacter,NA,PC04925-Seq.200_Diff
1479,Paracoccus,NA,PC04925-Seq.200_Diff
1480,Parasutterella,NA,PC04925-Seq.200_Diff
1481,Pedobacter,NA,PC04925-Seq.200_Diff
